LDC,Class,951cn,cls
"""Recent events""",com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,"""近期事件""",x
"""There are indications that the Pather cells are preparing to sneak a planetbuster onto """,com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,"""迹象表明, 左径狂信徒正准备将一颗行星杀手偷运至""",x
"""If they succeed, the colony will effectively be destroyed.""",com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,"""如果他们成功了, 该殖民地将遭到重创直至摧毁.""",x
"""The Pather cells have conducted a successful act of sabotage, disrupting """,com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,"""左径狂信徒成功破坏并瘫痪了""",x
""" operations for %s """,com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,""" 的运作 %s """,x
"""The Pather cells have conducted low-level attacks on various industrial, military, and civilian targets, reducing stability by %s.""",com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,"""由于左径狂信徒对各种工业, 军事以及民用目标进行了 小规模的袭击, 而导致稳定性降低了 %s.""",x
"""The Pather cells have smuggled a planetbuster onto """,com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,"""左径狂信徒已经成功将一颗行星杀手偷运至 """,x
""" and detonated it. The colony has been effectively destroyed.""",com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,""" 并引爆它. 该殖民地实际上已经被摧毁了.""",x
"""An attempted act of sabotage against """,com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,"""当地安全部门成功阻止了针对 """,x
""" operations was averted by the local security forces.""",com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,""" 的蓄意破坏行动.""",x
"""Multiple planned attacks against various industrial, military, and civilian targets were averted by the local security forces.""",com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,"""当地安全部门成功阻止了数起针对工业、军事以及民用 设施的袭击计划.""",x
"""The Pather cells have smuggled a planetbuster onto """,com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,"""左径狂信徒已经成功将一颗行星杀手偷运至 """,x
""", but the local security forces were able to locate and disarm it, thereby """,com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,""", 但被当地安全部门截获并妥善处理, """,x
"""saving the colony.""",com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,"""从而逃过一劫.""",x
"""Luddic Path Cells""",com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,"""左径狂信徒""",x
""" - Incident""",com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,""" - 骚乱""",x
""" - Incident Averted""",com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,""" - 遏制""",x
""" - Dissolved""",com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,""" - 解散""",x
""" - Disrupted""",com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,""" - 瘫痪""",x
""" - Sleeper""",com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,""" - 潜伏""",x
""" - Active""",com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,""" - 活跃""",x
""" sabotage""",com/fs/starfarer/api/impl/campaign/intel/bases/LuddicPathCellsIntel,""" 破坏""",x
"""Stipend from Galatia Academy""",com/fs/starfarer/api/impl/campaign/tutorial/GalatianAcademyStipend,"""来自 Galatian 学院的补助津贴""",x
"""A monthly stipend of %s from the Galatian Academy, for the aid you've recently rendered.""",com/fs/starfarer/api/impl/campaign/tutorial/GalatianAcademyStipend,"""Galatian 学院将每月给你 %s 的补助津贴, 来感谢你最近提供的帮助.""",x
"""You should continue receiving the stipend for another %s months.""",com/fs/starfarer/api/impl/campaign/tutorial/GalatianAcademyStipend,"""你还能继续领取 %s 个月的补助津贴.""",x
"""This month's payment was the last.""",com/fs/starfarer/api/impl/campaign/tutorial/GalatianAcademyStipend,"""补助津贴已经发放完毕.""",x
"""Black hole already scanned at short range""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Black hole scanned at short range (""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
""")""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Black hole already scanned at long range""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Black hole scanned at long range (""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
""")""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Ion storm already scanned""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Ion storm scanned (""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
""")""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Gas giant already scanned""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Gas giant scanned (""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
""")""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Center of binary system""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Center of starless nebula""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Center of binary system""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Center of trinary system""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Stellar conflux""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Center of star system already scanned""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
""" scanned (""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
""")""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Neutron star already scanned""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Neutron star scanned (""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
""")""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Pulsar beam already scanned""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
"""Pulsar beam scanned (""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
""")""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
""", no new topographic data acquired""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTFactorTracker,#N/A,x
""" Blueprint""",com/fs/starfarer/api/campaign/impl/items/IndustryBlueprintItemPlugin,""" 蓝图""",x
"""Already known""",com/fs/starfarer/api/campaign/impl/items/IndustryBlueprintItemPlugin,"""已知""",x
"""Right-click to learn""",com/fs/starfarer/api/campaign/impl/items/IndustryBlueprintItemPlugin,"""右键单击学习""",x
""": blueprint already known""",com/fs/starfarer/api/campaign/impl/items/IndustryBlueprintItemPlugin,""": 蓝图已知""",x
"""Acquired blueprint: """,com/fs/starfarer/api/campaign/impl/items/IndustryBlueprintItemPlugin,"""获得的蓝图: """,x
"""Neutrino burst emitted""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTNeutrinoBurstFactor,#N/A,x
"""Ballistic""",com/fs/starfarer/api/combat/WeaponAPI$WeaponType,"""实弹""",x
"""Energy""",com/fs/starfarer/api/combat/WeaponAPI$WeaponType,"""能量""",x
"""Missile""",com/fs/starfarer/api/combat/WeaponAPI$WeaponType,"""导弹""",x
"""Launch Bay""",com/fs/starfarer/api/combat/WeaponAPI$WeaponType,"""飞行甲板""",x
"""Universal""",com/fs/starfarer/api/combat/WeaponAPI$WeaponType,"""通用""",x
"""Hybrid""",com/fs/starfarer/api/combat/WeaponAPI$WeaponType,"""混合""",x
"""Synergy""",com/fs/starfarer/api/combat/WeaponAPI$WeaponType,"""协同""",x
"""Composite""",com/fs/starfarer/api/combat/WeaponAPI$WeaponType,"""复合""",x
"""Built in""",com/fs/starfarer/api/combat/WeaponAPI$WeaponType,"""内置""",x
"""Decorative""",com/fs/starfarer/api/combat/WeaponAPI$WeaponType,"""装饰""",x
"""System""",com/fs/starfarer/api/combat/WeaponAPI$WeaponType,"""系统""",x
"""Station Module""",com/fs/starfarer/api/combat/WeaponAPI$WeaponType,"""基站模块""",x
"""Smuggle %s units of """,com/fs/starfarer/api/impl/campaign/missions/SmugglingMission,"""将 %s 单位的 """,x
""" to """,com/fs/starfarer/api/impl/campaign/missions/SmugglingMission,""" 偷运到 """,x
""" in the """,com/fs/starfarer/api/impl/campaign/missions/SmugglingMission,""", 而此处位于 """,x
"""The authorities are aware the shipment is incoming and patrols are on high alert.""",com/fs/starfarer/api/impl/campaign/missions/SmugglingMission,"""因目标当局已经得知这批水货即将入境,}所以当地巡逻队已经高度戒备.""",x
"""Smuggle %s units of """,com/fs/starfarer/api/impl/campaign/missions/SmugglingMission,"""将 %s 单位的 """,x
""" to """,com/fs/starfarer/api/impl/campaign/missions/SmugglingMission,""" 偷运到 """,x
""" in the """,com/fs/starfarer/api/impl/campaign/missions/SmugglingMission,""", 而此处位于 """,x
"""Smuggling """,com/fs/starfarer/api/impl/campaign/missions/SmugglingMission,"""走私 """,x
"""Protection payment""",com/fs/starfarer/api/impl/campaign/rulecmd/HA_CMD$StationKingScript,#N/A,x
"""Protection payment to the """,com/fs/starfarer/api/impl/campaign/rulecmd/HA_CMD$StationKingScript,#N/A,x
""" of """,com/fs/starfarer/api/impl/campaign/rulecmd/HA_CMD$StationKingScript,#N/A,x
""". The pirate base is located in the """,com/fs/starfarer/api/impl/campaign/rulecmd/HA_CMD$StationKingScript,#N/A,x
""".""",com/fs/starfarer/api/impl/campaign/rulecmd/HA_CMD$StationKingScript,#N/A,x
"""preparing to attack """,com/fs/starfarer/api/impl/campaign/rulecmd/HA_CMD$StationKingScript,#N/A,x
"""moving to attack """,com/fs/starfarer/api/impl/campaign/rulecmd/HA_CMD$StationKingScript,#N/A,x
"""Pirate raid""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor$2,#N/A,x
"""A pirate raid will be launched against one of your star systems.""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor$2,#N/A,x
"""Deal made with Luddic Path""",com/fs/starfarer/api/impl/campaign/intel/events/HALuddicPathDealFactor,#N/A,x
"""Piracy follows interstellar civilization almost without exception.""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor$1,#N/A,x
"""However, you have %s, which is enough dissuade most pirates from attacking your interests.""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor$1,#N/A,x
"""Kanta's protection""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor$1,#N/A,x
"""You've %s, and it's not the sort of thing you can do over.""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor$1,#N/A,x
"""lost Kanta's protection""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor$1,#N/A,x
"""Having %s, however, should be enough dissuade most pirates from attacking your interests.""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor$1,#N/A,x
"""Kanta's protection""",com/fs/starfarer/api/impl/campaign/intel/events/PirateHostileActivityFactor$1,#N/A,x
"""Deployment point cost reduced by """,com/fs/starfarer/api/impl/campaign/skills/SupportDoctrine$Level2,"""部署点 -""",x
""" or """,com/fs/starfarer/api/impl/campaign/skills/SupportDoctrine$Level2,""" 或 """,x
""" points, whichever is less""",com/fs/starfarer/api/impl/campaign/skills/SupportDoctrine$Level2,""" 点, 按两者中较低者计算""",x
"""Affects: %s""",com/fs/starfarer/api/impl/campaign/skills/SupportDoctrine$Level3,"""影响: %s""",x
"""fleet""",com/fs/starfarer/api/impl/campaign/skills/SupportDoctrine$Level3,"""舰队""",x
"""%s faster command point recovery unless command was transferred to a ship originally without an officer""",com/fs/starfarer/api/impl/campaign/skills/SupportDoctrine$Level3,"""+%s 命令点恢复速度. (当指挥权被转移到一艘没有军官的舰船时将失去增益)""",x
"""% bonus experience from building permanent hullmods* into ships""",com/fs/starfarer/api/impl/campaign/skills/SpecialModifications$Level3,"""% 内置船插后所获得的经验值""",x
"""Able to build """,com/fs/starfarer/api/impl/campaign/skills/SpecialModifications$Level4,"""提高 """,x
""" more permanent hullmod* into ships""",com/fs/starfarer/api/impl/campaign/skills/SpecialModifications$Level4,""" 个最大可内置船插数""",x
""" maximum flux capacitors""",com/fs/starfarer/api/impl/campaign/skills/SpecialModifications$Level1,""" 幅能寄存器上限""",x
""" maximum flux vents""",com/fs/starfarer/api/impl/campaign/skills/SpecialModifications$Level2,""" 耗散通道上限""",x
"""*The base maximum number of permanent hullmods you're able to build into a ship is """,com/fs/starfarer/api/impl/campaign/skills/SpecialModifications$Level0,"""舰船最初可内置船插的上限为 """,x
"""n / a to fighters""",com/fs/starfarer/api/impl/combat/BaseBattleObjectiveEffect,"""n / 一队战斗机""",x
"""n / a to frigates""",com/fs/starfarer/api/impl/combat/BaseBattleObjectiveEffect,"""n / 一艘护卫舰""",x
"""Talk to Provost """,com/fs/starfarer/api/impl/campaign/missions/academy/GATalkToBaird,"""联系 Galatia 学院的院长 """,x
""" at the Galatia Academy.""",com/fs/starfarer/api/impl/campaign/missions/academy/GATalkToBaird,""".""",x
"""Talk to Provost """,com/fs/starfarer/api/impl/campaign/missions/academy/GATalkToBaird,"""联系 Galatia 学院的院长 """,x
""" at the Galatia Academy""",com/fs/starfarer/api/impl/campaign/missions/academy/GATalkToBaird,""" """,x
"""Talk to Provost """,com/fs/starfarer/api/impl/campaign/missions/academy/GATalkToBaird,"""联系 Galatia 学院的院长 """,x
"""Gain non-elite Helmsmanship, Damage Control, and Combat Endurance""",com/fs/starfarer/api/impl/campaign/skills/SupportDoctrine$Level1,"""获得非精英级的 操舵技术、损伤管制 以及 战斗耐力""",x
"""""The Galatia Academy? Oh yes, yes, I once attended. And taught there too, if you'd believe it. For quite a few cycles. They figured me out as a troublemaker soon enough, but I was slippery. I played the game. Me! Hah, would you believe that? """,com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/HistorianBackstory$11,#VALUE!,x
"""""Did you hear who they put in charge of the Academy? Anahita Baird! Can you believe it? The wolf is tending the sheep now, and that's the """,com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/HistorianBackstory$11,"""""""当然,}我也树敌不少,}那么你听说过他们派谁来负责学院了吗?}Anahita}Baird}!}""",x
"""truth. The Hegemony has no idea what they've done,"" """,com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/HistorianBackstory$11,"""你能相信吗?}狼现在正照顾着羊,}这可是事实,}霸主}根本不知道他们做了怎样的蠢事.""}""",x
