LDC,Class,LDC_96CN,RAW_96CN,note
"""Sort by market size. Applies to inhabited planets and stations only.""",com/fs/starfarer/campaign/ui/intel/SortablePlanetList$2,"""按市场规模排序。仅适用于有人居住的行星和空间站。""","com/fs/starfarer/campaign/ui/intel/SortablePlanetList$2.createImpl - String - ""按市场规模排序。仅适用于有人居住的行星和空间站。""",
"""Sort by distance from your fleet, in light-years.""",com/fs/starfarer/campaign/ui/intel/SortablePlanetList$3,"""按与你舰队的距离排序，根据光年。""","com/fs/starfarer/campaign/ui/intel/SortablePlanetList$3.createImpl - String - ""按与你舰队的距离排序，根据光年。""",
"""Deployment Pts""",com/fs/starfarer/ui/impl/Z,"""部署点""","com/fs/starfarer/ui/impl/nullsuper.<init> - String - ""部署点""",
"""Command Points""",com/fs/starfarer/ui/impl/Z,"""命令点""","com/fs/starfarer/ui/impl/nullsuper.<init> - String - ""命令点""",
"""Clean Disengage""",com/fs/starfarer/ui/impl/Z,"""安全撤离""","com/fs/starfarer/ui/impl/nullsuper.<init> - String - ""安全撤离""",
"""Reinforcements""",com/fs/starfarer/ui/impl/Z,"""增援""","com/fs/starfarer/ui/impl/nullsuper.<init> - String - ""增援""",
"""Standing Orders""",com/fs/starfarer/ui/impl/Z,"""现行指令""","com/fs/starfarer/ui/impl/nullsuper.<init> - String - ""现行指令""",
"""Search & Destroy""",com/fs/starfarer/ui/impl/Z,"""搜索 & 摧毁""","com/fs/starfarer/ui/impl/nullsuper.<init> - String - ""搜索 & 摧毁""",
"""Full Retreat!""",com/fs/starfarer/ui/impl/Z,"""全面撤退！""","com/fs/starfarer/ui/impl/nullsuper.<init> - String - ""全面撤退！""",
"""Location relative to your fleet. The minimap is centered on your fleet's location.""",com/fs/starfarer/campaign/ui/intel/SortablePlanetList$8,"""相对于你的舰队位置。小地图以你的舰队的位置为中心。""","com/fs/starfarer/campaign/ui/intel/SortablePlanetList$8.createImpl - String - ""相对于你的舰队位置。小地图以你的舰队的位置为中心。""",
"""Danger: """,com/fs/starfarer/ui/impl/V,"""威胁等级：""","com/fs/starfarer/ui/impl/V.<init> - String - ""威胁等级：""",
"""Station""",com/fs/starfarer/campaign/ui/intel/SortablePlanetList$9,"""空间站""","com/fs/starfarer/campaign/ui/intel/SortablePlanetList$9.o00000 - String - ""空间站""",
"""Station""",com/fs/starfarer/campaign/ui/intel/SortablePlanetList$9,"""空间站""","com/fs/starfarer/campaign/ui/intel/SortablePlanetList$9.o00000 - String - ""空间站""",
"""Select a faction to view detailed information""",com/fs/starfarer/campaign/ui/intel/SelectedFactionInfo,"""选择一个势力来查看详细信息""","com/fs/starfarer/campaign/ui/intel/SelectedFactionInfo.for.float - String - ""选择一个势力来查看详细信息""",
"""Attitude: """,com/fs/starfarer/campaign/ui/intel/SelectedFactionInfo,"""关系：""","com/fs/starfarer/campaign/ui/intel/SelectedFactionInfo.for.float - String - ""关系：""",
"""Known enemies""",com/fs/starfarer/campaign/ui/intel/SelectedFactionInfo,"""已知的敌人""","com/fs/starfarer/campaign/ui/intel/SelectedFactionInfo.for.float - String - ""已知的敌人""",
"""No known enemies""",com/fs/starfarer/campaign/ui/intel/SelectedFactionInfo,"""没有已知的敌人""","com/fs/starfarer/campaign/ui/intel/SelectedFactionInfo.for.float - String - ""没有已知的敌人""",
"""Known allies""",com/fs/starfarer/campaign/ui/intel/SelectedFactionInfo,"""已知的盟友""","com/fs/starfarer/campaign/ui/intel/SelectedFactionInfo.for.float - String - ""已知的盟友""",
"""No known allies""",com/fs/starfarer/campaign/ui/intel/SelectedFactionInfo,"""没有已知的盟友""","com/fs/starfarer/campaign/ui/intel/SelectedFactionInfo.for.float - String - ""没有已知的盟友""",
"""Allies""",com/fs/starfarer/ui/impl/B,"""盟军""","com/fs/starfarer/ui/impl/OoOO.public.class - String - ""盟军""",
"""Opponents""",com/fs/starfarer/ui/impl/B,"""敌军""","com/fs/starfarer/ui/impl/OoOO.public.class - String - ""敌军""",
"""Deploy""",com/fs/starfarer/ui/impl/B,"""部署""","com/fs/starfarer/ui/impl/OoOO.public.class - String - ""部署""",
"""All""",com/fs/starfarer/ui/impl/B,"""全部""","com/fs/starfarer/ui/impl/OoOO.public.class - String - ""全部""",
"""Cancel""",com/fs/starfarer/ui/impl/B,"""取消""","com/fs/starfarer/ui/impl/OoOO.public.class - String - ""取消""",
"""Deployed""",com/fs/starfarer/ui/impl/B,"""部署""","com/fs/starfarer/ui/impl/OoOO.public.class - String - ""部署""",
"""Deployed""",com/fs/starfarer/ui/impl/B,"""部署""","com/fs/starfarer/ui/impl/OoOO.public.class - String - ""部署""",
"""Deploy your fleet""",com/fs/starfarer/ui/impl/B,"""部署你的舰队""","com/fs/starfarer/ui/impl/OoOO.public.class - String - ""部署你的舰队""",
"""Combat time: """,com/fs/starfarer/ui/impl/B,"""战斗时间：""","com/fs/starfarer/ui/impl/OoOO.public.class - String - ""战斗时间：""",
""" seconds""",com/fs/starfarer/ui/impl/B,""" 秒""","com/fs/starfarer/ui/impl/OoOO.public.class - String - "" 秒""",
"""No ships deployed""",com/fs/starfarer/ui/impl/B,"""没有舰船部署""","com/fs/starfarer/ui/impl/OoOO.public.class - String - ""没有舰船部署""",
"""No allied ships deployed""",com/fs/starfarer/ui/impl/B,"""没有盟军舰艇部署""","com/fs/starfarer/ui/impl/OoOO.public.class - String - ""没有盟军舰艇部署""",
"""Deploy opposing ships for simulation""",com/fs/starfarer/ui/impl/B,"""部署敌对舰船进行模拟作战""","com/fs/starfarer/ui/impl/OoOO.public.class - String - ""部署敌对舰船进行模拟作战""",
"""Projected deployment recovery cost: """,com/fs/starfarer/ui/impl/B,"""预计部署成本：""","com/fs/starfarer/ui/impl/OoOO.advance - String - ""预计部署成本：""",
""" supplies""",com/fs/starfarer/ui/impl/B,""" 补给""","com/fs/starfarer/ui/impl/OoOO.advance - String - "" 补给""",
"""Reinforce...""",com/fs/starfarer/ui/impl/A,"""加强...""","com/fs/starfarer/ui/impl/super.<init> - String - ""加强...""",
"""Fleet points:""",com/fs/starfarer/ui/impl/A,"""舰队点数：""","com/fs/starfarer/ui/impl/super.<init> - String - ""舰队点数：""",
"""Auto:""",com/fs/starfarer/ui/impl/A,"""自动：""","com/fs/starfarer/ui/impl/super.<init> - String - ""自动：""",
"""Fleet points: %d/%d""",com/fs/starfarer/ui/impl/A,"""舰队点数：%d/%d""","com/fs/starfarer/ui/impl/super.int.while - String - ""舰队点数：%d/%d""",
"""Inconclusive""",com/fs/starfarer/combat/Object/E,"""没有定论""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""没有定论""",
"""Your forces quit the battlespace before the engagement is over.""",com/fs/starfarer/combat/Object/E,"""你的舰队在战斗结束前退出战场。""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""你的舰队在战斗结束前退出战场。""",
"""Total Victory!""",com/fs/starfarer/combat/Object/E,"""全面胜利！""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""全面胜利！""",
"""Your forces rout the enemy.""",com/fs/starfarer/combat/Object/E,"""你的舰队击溃敌人。""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""你的舰队击溃敌人。""",
"""Your forces make a clean getaway.""",com/fs/starfarer/combat/Object/E,"""你的舰队全部逃脱。""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""你的舰队全部逃脱。""",
"""Major Victory!""",com/fs/starfarer/combat/Object/E,"""重大的胜利！""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""重大的胜利！""",
"""Your forces soundly defeat the enemy.""",com/fs/starfarer/combat/Object/E,"""你的舰队彻底击败了敌人。""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""你的舰队彻底击败了敌人。""",
"""Most of your fleet is able to get to safety.""",com/fs/starfarer/combat/Object/E,"""你的大部分舰队能够安全。""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""你的大部分舰队能够安全。""",
"""Significant Victory!""",com/fs/starfarer/combat/Object/E,"""重大的胜利！""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""重大的胜利！""",
"""Your forces defeat the enemy.""",com/fs/starfarer/combat/Object/E,"""你的舰队战胜敌人。""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""你的舰队战胜敌人。""",
"""A good number of your ships manage to escape.""",com/fs/starfarer/combat/Object/E,"""你的舰船相当数量都设法逃脱了。""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""你的舰船相当数量都设法逃脱了。""",
"""Pyrrhic Victory""",com/fs/starfarer/combat/Object/E,"""得不偿失的胜利""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""得不偿失的胜利""",
"""Your forces win... but at what cost?""",com/fs/starfarer/combat/Object/E,"""你的舰队获胜了... 但代价是什么？""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""你的舰队获胜了... 但代价是什么？""",
"""Some of your forces escape, but at great cost.""",com/fs/starfarer/combat/Object/E,"""有些部队逃脱了，但代价巨大。""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""有些部队逃脱了，但代价巨大。""",
"""Costly Victory""",com/fs/starfarer/combat/Object/E,"""代价高昂的胜利""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""代价高昂的胜利""",
"""Your forces are battered, but victorious.""",com/fs/starfarer/combat/Object/E,"""你的舰队被重创，但胜利了。""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""你的舰队被重创，但胜利了。""",
"""Many of your ships are captured, but a few do escape.""",com/fs/starfarer/combat/Object/E,"""你的许多舰船被捕获，但也有少数逃脱。""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""你的许多舰船被捕获，但也有少数逃脱。""",
"""Minor Victory""",com/fs/starfarer/combat/Object/E,"""微小的胜利""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""微小的胜利""",
"""Your forces achieve a minor tactical victory.""",com/fs/starfarer/combat/Object/E,"""你的舰队取得了一个小的战术胜利。""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""你的舰队取得了一个小的战术胜利。""",
"""Many of your ships are captured, but a fair number escape.""",com/fs/starfarer/combat/Object/E,"""你的许多船只被捕获，但相当数量的逃脱了。""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""你的许多船只被捕获，但相当数量的逃脱了。""",
""" Score: %d%%""",com/fs/starfarer/combat/Object/E,""" Score: %d%%""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - "" Score: %d%%""",
"""Crushing Failure!""",com/fs/starfarer/combat/Object/E,"""一败涂地！""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""一败涂地！""",
"""The enemy forces make a clean getaway,""",com/fs/starfarer/combat/Object/E,"""敌军全部逃走，""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""敌军全部逃走，""",
"""Crushing Defeat!""",com/fs/starfarer/combat/Object/E,"""惨重的失败！""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""惨重的失败！""",
"""Your forces are crushed.""",com/fs/starfarer/combat/Object/E,"""你的舰队被镇压。""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""你的舰队被镇压。""",
"""Major Failure!""",com/fs/starfarer/combat/Object/E,"""重大的失误！""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""重大的失误！""",
"""Most of the enemy forces escape.""",com/fs/starfarer/combat/Object/E,"""大部分敌人的部队逃跑了。""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""大部分敌人的部队逃跑了。""",
"""Major Defeat!""",com/fs/starfarer/combat/Object/E,"""重大的失败！""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""重大的失败！""",
"""Your forces are soundly defeated.""",com/fs/starfarer/combat/Object/E,"""你的舰队被彻底击败。""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""你的舰队被彻底击败。""",
"""Significant Failure!""",com/fs/starfarer/combat/Object/E,"""重大的失误！""","com/fs/starfarer/combat/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/o0OO.o00000 - String - ""重大的失误！""",
