RAW,cn.mn,constant,constantCN
"com/fs/starfarer/campaign/StarSystem.autogenerateHyperspaceJumpPoints - String - ""the fringe of the """,com/fs/starfarer/campaign/StarSystem.autogenerateHyperspaceJumpPoints ,the fringe of the ,边缘的 
"com/fs/starfarer/campaign/StarSystem.autogenerateHyperspaceJumpPoints - String - "" system""",com/fs/starfarer/campaign/StarSystem.autogenerateHyperspaceJumpPoints , system, 星系
"com/fs/starfarer/campaign/StarSystem.autogenerateHyperspaceJumpPoints - String - ""hyperspace""",com/fs/starfarer/campaign/StarSystem.autogenerateHyperspaceJumpPoints ,hyperspace,超空间
"com/fs/starfarer/combat/B.class.while - String - ""Standard""",com/fs/starfarer/combat/B.class.while ,Standard,Standard
"com/fs/starfarer/combat/B.class.while - String - ""Standard""",com/fs/starfarer/combat/B.class.while ,Standard,Standard
"com/fs/starfarer/combat/B.o00000 - String - ""Command Shuttle""",com/fs/starfarer/combat/B.o00000 ,Command Shuttle,Command Shuttle
"com/fs/starfarer/combat/E.<init> - String - ""End Battle""",com/fs/starfarer/combat/E.<init> ,End Battle,结束战斗
"com/fs/starfarer/combat/E.<init> - String - ""Finish the battle as a victory? (dev-mode-only)""",com/fs/starfarer/combat/E.<init> ,Finish the battle as a victory? (dev-mode-only),强制获胜？(开发者模式专用) 
"com/fs/starfarer/combat/E.<init> - String - ""Exit the simulation?""",com/fs/starfarer/combat/E.<init> ,Exit the simulation?,结束模拟？
"com/fs/starfarer/combat/E.<init> - String - ""End Simulation""",com/fs/starfarer/combat/E.<init> ,End Simulation,结束模拟
"com/fs/starfarer/combat/E.<init> - String - ""Exit the game? Your current progress will not be saved.""",com/fs/starfarer/combat/E.<init> ,Exit the game?\n\nYour current progress will not be saved.,退出游戏？\n\n你的当前进度将不会被保存。
"com/fs/starfarer/combat/E.<init> - String - ""Exit Game""",com/fs/starfarer/combat/E.<init> ,Exit Game,退出游戏
"com/fs/starfarer/combat/E.<init> - String - ""Go back to the main menu? Your current progress will not be saved.""",com/fs/starfarer/combat/E.<init> ,Go back to the main menu?\n\nYour current progress will not be saved.,回到主菜单？\n\n你的当前进度将不会被保存。
"com/fs/starfarer/combat/E.<init> - String - ""Exit Campaign""",com/fs/starfarer/combat/E.<init> ,Exit Campaign,返回至主界面
"com/fs/starfarer/combat/E.<init> - String - ""The enemy is defeated. Leaving now will allow any remaining ships to retreat unhindered. Proceed?""",com/fs/starfarer/combat/E.<init> ,The enemy is defeated.\n\nLeaving now will allow any remaining ships to retreat unhindered. Proceed?,敌人已被击败。\n\n现在退出将允许所有残存的敌舰安全撤退。确认退出？
"com/fs/starfarer/combat/E.<init> - String - ""Claim Victory""",com/fs/starfarer/combat/E.<init> ,Claim Victory,宣布获胜
"com/fs/starfarer/combat/E.<init> - String - ""Exit the simulation?""",com/fs/starfarer/combat/E.<init> ,Exit the simulation?,结束模拟？
"com/fs/starfarer/combat/E.<init> - String - ""End Simulation""",com/fs/starfarer/combat/E.<init> ,End Simulation,结束模拟
"com/fs/starfarer/combat/E.<init> - String - ""Surrender and and go back to main menu?""",com/fs/starfarer/combat/E.<init> ,Surrender and and go back to main menu?,投降并回到主菜单？
"com/fs/starfarer/combat/E.<init> - String - ""End Mission""",com/fs/starfarer/combat/E.<init> ,End Mission,结束任务
"com/fs/starfarer/combat/E.<init> - String - ""The enemy is defeated. Leaving now will allow any remaining ships to retreat unhindered. Proceed?""",com/fs/starfarer/combat/E.<init> ,The enemy is defeated.\n\nLeaving now will allow any remaining ships to retreat unhindered. Proceed?,敌人已被击败。\n\n现在退出将允许所有残存的敌舰安全撤退。确认退出？
"com/fs/starfarer/combat/E.<init> - String - ""Claim Victory""",com/fs/starfarer/combat/E.<init> ,Claim Victory,宣布获胜
"com/fs/starfarer/combat/E.<init> - String - ""Settings""",com/fs/starfarer/combat/E.<init> ,Settings,游戏设置
"com/fs/starfarer/combat/E.<init> - String - ""Dismiss""",com/fs/starfarer/combat/E.<init> ,Dismiss,返回游戏
"com/fs/starfarer/combat/E.<init> - String - ""-class """,com/fs/starfarer/combat/E.<init> ,-class ,-级
"com/fs/starfarer/combat/E.<init> - String - ""-class """,com/fs/starfarer/combat/E.<init> ,-class\n,-级\n
"com/fs/starfarer/combat/E.<init> - String - "" class """,com/fs/starfarer/combat/E.<init> , class , 级 
"com/fs/starfarer/combat/E.<init> - String - "" class """,com/fs/starfarer/combat/E.<init> , class\n,级\n
"com/fs/starfarer/combat/E.o00000 - String - ""Ok""",com/fs/starfarer/combat/E.o00000 ,Ok,确定
"com/fs/starfarer/combat/E.o00000 - String - ""Cancel""",com/fs/starfarer/combat/E.o00000 ,Cancel,取消
"com/fs/starfarer/coreui/class$O0.<init> - String - ""Supplies""",com/fs/starfarer/coreui/class$O0.<init> ,Supplies,补给
"com/fs/starfarer/campaign/command/ooOO.createRow - String - ""No colonies""",com/fs/starfarer/campaign/command/ooOO.createRow ,No colonies,没有殖民地
"com/fs/starfarer/campaign/command/ooOO.createRow - String - "" (size """,com/fs/starfarer/campaign/command/ooOO.createRow , (size , (规模 
"com/fs/starfarer/campaign/command/ooOO.createRow - String - ""(size """,com/fs/starfarer/campaign/command/ooOO.createRow ,(size , (规模 
"com/fs/starfarer/coreui/super.sizeChanged - String - ""Confirm""",com/fs/starfarer/coreui/super.sizeChanged ,Confirm,确认
"com/fs/starfarer/coreui/super.sizeChanged - String - ""Cancel""",com/fs/starfarer/coreui/super.sizeChanged ,Cancel,取消
"com/fs/starfarer/campaign/ui/marketinfo/intnew.sizeChanged - String - ""Building""",com/fs/starfarer/campaign/ui/marketinfo/intnew.sizeChanged ,Building,建造中
"com/fs/starfarer/campaign/ui/marketinfo/intnew.setRemoveMode - String - ""Click to remove""",com/fs/starfarer/campaign/ui/marketinfo/intnew.setRemoveMode ,Click to remove,点击移除待建项目
"com/fs/starfarer/campaign/ui/marketinfo/intnew.setRemoveMode - String - "" refund""",com/fs/starfarer/campaign/ui/marketinfo/intnew.setRemoveMode , refund, 退款
"com/fs/starfarer/campaign/ui/marketinfo/intnew.setSwapMode - String - ""Click to swap""",com/fs/starfarer/campaign/ui/marketinfo/intnew.setSwapMode ,Click to swap,点击交换下次建造的项目
"com/fs/starfarer/campaign/ui/marketinfo/intnew.setNormalMode - String - ""Queued""",com/fs/starfarer/campaign/ui/marketinfo/intnew.setNormalMode ,Queued,待建中
"com/fs/starfarer/campaign/ui/marketinfo/intnew.setNormalMode - String - ""Building""",com/fs/starfarer/campaign/ui/marketinfo/intnew.setNormalMode ,Building,建造中
"com/fs/starfarer/campaign/ui/marketinfo/intnew.addCostTimeLabels - String - ""days""",com/fs/starfarer/campaign/ui/marketinfo/intnew.addCostTimeLabels ,days,天
"com/fs/starfarer/campaign/ui/marketinfo/intnew.addCostTimeLabels - String - ""day""",com/fs/starfarer/campaign/ui/marketinfo/intnew.addCostTimeLabels ,day,天
"com/fs/starfarer/campaign/ui/marketinfo/intnew.actionPerformed - String - ""Received %s""",com/fs/starfarer/campaign/ui/marketinfo/intnew.actionPerformed ,Received %s,收到 %s
"com/fs/starfarer/combat/new/OoOO.show - String - ""Paused. Press """,com/fs/starfarer/combat/new/OoOO.show ,Paused. Press ,游戏暂停。按 
"com/fs/starfarer/combat/new/OoOO.show - String - "" to unpause.""",com/fs/starfarer/combat/new/OoOO.show , to unpause., 取消暂停。
"com/fs/starfarer/combat/new/OoOO.waitForTaskTargetSelection - String - ""Click on an icon to assign the ship to a task""",com/fs/starfarer/combat/new/OoOO.waitForTaskTargetSelection ,Click on an icon to assign the ship to a task,单击一个图标将船舶分配给一个任务
"com/fs/starfarer/combat/new/OoOO.processInputImpl - String - ""Paused. Press """,com/fs/starfarer/combat/new/OoOO.processInputImpl ,Paused. Press ,游戏暂停。按 
"com/fs/starfarer/combat/new/OoOO.processInputImpl - String - "" again to unpause.""",com/fs/starfarer/combat/new/OoOO.processInputImpl , again to unpause.,无有效目标可被 
"com/fs/starfarer/campaign/save/LoadGameDialogOld.<init> - String - ""Load""",com/fs/starfarer/campaign/save/LoadGameDialogOld.<init> ,Load,读取
"com/fs/starfarer/campaign/save/LoadGameDialogOld.<init> - String - ""Delete""",com/fs/starfarer/campaign/save/LoadGameDialogOld.<init> ,Delete,删除
"com/fs/starfarer/campaign/save/LoadGameDialogOld.<init> - String - ""Go Back""",com/fs/starfarer/campaign/save/LoadGameDialogOld.<init> ,Go Back,返回
"com/fs/starfarer/campaign/save/LoadGameDialogOld.<init> - String - ""No saved games found""",com/fs/starfarer/campaign/save/LoadGameDialogOld.<init> ,No saved games found,没有找到保存的游戏
"com/fs/starfarer/campaign/save/LoadGameDialogOld.??0000 - String - ""Type ""DELETE"" to confirm you want to do this:""",com/fs/starfarer/campaign/save/LoadGameDialogOld.??0000 ,"Type ""DELETE"" to confirm you want to do this:","输入 ""DELETE"" 删除游戏存档："
"com/fs/starfarer/campaign/save/LoadGameDialogOld.dialogDismissed - String - ""No saved games found""",com/fs/starfarer/campaign/save/LoadGameDialogOld.dialogDismissed ,No saved games found,没有找到保存的游戏
"com/fs/starfarer/combat/CombatFleetManager.<clinit> - String - ""Retreated""",com/fs/starfarer/combat/CombatFleetManager.<clinit> ,Retreated,撤退
"com/fs/starfarer/combat/CombatFleetManager.<clinit> - String - ""Captured""",com/fs/starfarer/combat/CombatFleetManager.<clinit> ,Captured,捕获
"com/fs/starfarer/combat/CombatFleetManager.<clinit> - String - ""In Reserve""",com/fs/starfarer/combat/CombatFleetManager.<clinit> ,In Reserve,备用
"com/fs/starfarer/combat/CombatFleetManager.<clinit> - String - ""Destroyed""",com/fs/starfarer/combat/CombatFleetManager.<clinit> ,Destroyed,摧毁
"com/fs/starfarer/combat/CombatFleetManager.<clinit> - String - ""Disabled""",com/fs/starfarer/combat/CombatFleetManager.<clinit> ,Disabled,停用
"com/fs/starfarer/combat/CombatFleetManager.<clinit> - String - ""Deployed""",com/fs/starfarer/combat/CombatFleetManager.<clinit> ,Deployed,部署
"com/fs/starfarer/combat/CombatFleetManager.<clinit> - String - ""Not found""",com/fs/starfarer/combat/CombatFleetManager.<clinit> ,Not found,
"com/fs/starfarer/combat/CombatFleetManager.deploy - String - ""Incoming vessels: """,com/fs/starfarer/combat/CombatFleetManager.deploy ,Incoming vessels: ,参战舰船：
"com/fs/starfarer/ui/impl/oO0O$1.createImpl - String - ""Fleet points available for enemy deployment. Larger fleet gets more points than their opponent.""",com/fs/starfarer/ui/impl/oO0O$1.createImpl ,Fleet points available for enemy deployment. Larger fleet gets more points than their opponent.,敌方可用部署点，更大的舰队将比对手获得更多部署点。
"com/fs/starfarer/ui/impl/oO0O$2.createImpl - String - ""Deployment Points""",com/fs/starfarer/ui/impl/oO0O$2.createImpl ,Deployment Points,部署点
"com/fs/starfarer/ui/impl/oO0O$2.createImpl - String - ""Required to deploy ships. The side more able of engaging on its terms gets more points. This is determined at the start of the engagement by the presence of capable officers in command of combat-ready ships. The number and size of the ships involved is also a small contributing factor.""",com/fs/starfarer/ui/impl/oO0O$2.createImpl ,Required to deploy ships. The side more able of engaging on its terms gets more points. This is determined at the start of the engagement by the presence of capable officers in command of combat-ready ships. The number and size of the ships involved is also a small contributing factor.,部署舰船所需的点数。越能遵守规则的一方获得的部署点也就越高。大部分因素基于军官的能力，而部分因素则取决于舰船的规模以及数量。
"com/fs/starfarer/ui/impl/oO0O$2.createImpl - String - ""capable officers in command of combat-ready ships""",com/fs/starfarer/ui/impl/oO0O$2.createImpl ,capable officers in command of combat-ready ships,大部分因素基于军官的能力
"com/fs/starfarer/ui/impl/oO0O$2.createImpl - String - ""The base battle size is %s points. It is increased by %s points due to the presence of an orbital station. The base battle size can be adjusted in gameplay settings. The larger side gets at most %s of the battle size in deployment points, which for the current battle size is up to %s points.""",com/fs/starfarer/ui/impl/oO0O$2.createImpl ,"The base battle size is %s points. It is increased by %s points due to the presence of an orbital station. The base battle size can be adjusted in gameplay settings. The larger side gets at most %s of the battle size in deployment points, which for the current battle size is up to %s points.",当前基础战斗规模为 %s 点。但因轨道站的存在，它将提高 %s 点。你可在游戏设置中对其进行调整。占据优势的一方最多获得 %s 的部署点，因此就目前而言，优势方最多只有 %s 点。
"com/fs/starfarer/ui/impl/oO0O$2.createImpl - String - ""The maximum battle size is %s points. It can be adjusted in gameplay settings. The larger side gets at most %s of the battle size in deployment points, which for the current battle size is up to %s points.""",com/fs/starfarer/ui/impl/oO0O$2.createImpl ,"The maximum battle size is %s points. It can be adjusted in gameplay settings. The larger side gets at most %s of the battle size in deployment points, which for the current battle size is up to %s points.",当前的 战斗规模为 %s 点。你可在游戏设置中 对其进行调整。占据优势的一方最多获得 %s 的部署点，因此就目前而言，优势方最多只有 %s 点。
"com/fs/starfarer/ui/impl/oO0O$2.createImpl - String - ""This is a simulation battle, and each side can deploy up to the maximum of %s points.""",com/fs/starfarer/ui/impl/oO0O$2.createImpl ,"This is a simulation battle, and each side can deploy up to the maximum of %s points.",
"com/fs/starfarer/ui/impl/oO0O$2.createImpl - String - ""%s, and certain skills, will increase the available deployment points, but only up to %s of the battle size. You currently have %s bonus deployment points from skills and objectives.""",com/fs/starfarer/ui/impl/oO0O$2.createImpl ,"%s, and certain skills, will increase the available deployment points, but only up to %s of the battle size. You currently have %s bonus deployment points from skills and objectives.",%s}，和某些技能会提高可用的部署点，但最多只能提高战斗规模的 %s}。目前技能和目标点给予了 %s 的部署点奖励。
"com/fs/starfarer/ui/impl/oO0O$2.createImpl - String - ""Controlling battlefield objectives""",com/fs/starfarer/ui/impl/oO0O$2.createImpl ,Controlling battlefield objectives,掌控战场上的目标点
"com/fs/starfarer/ui/impl/oO0O$2.createImpl - String - ""%s will increase the available deployment points, but only up to %s of the battle size. You currently have the maximum possible deployment points.""",com/fs/starfarer/ui/impl/oO0O$2.createImpl ,"%s will increase the available deployment points, but only up to %s of the battle size. You currently have the maximum possible deployment points.",%s 可获得额外的部署点，但最多只能 达到战斗规模的 %s}。而你目前获得的部署点已达到上限。
"com/fs/starfarer/ui/impl/oO0O$2.createImpl - String - ""Controlling battlefield objectives""",com/fs/starfarer/ui/impl/oO0O$2.createImpl ,Controlling battlefield objectives,掌控战场上的目标点
"com/fs/starfarer/ui/impl/oO0O$2.createImpl - String - ""Your forces can currently deploy ships worth up to %s points total, which is %s of battle size. The enemy can deploy up to %s points, which is %s.""",com/fs/starfarer/ui/impl/oO0O$2.createImpl ,"Your forces can currently deploy ships worth up to %s points total, which is %s of battle size. The enemy can deploy up to %s points, which is %s.",你的舰队目前可以部署总价值为 %s 点的战舰，占战斗规模的 %s}。而敌人可以部署价值为 %s 点的舰船，占总比的 %s}。
"com/fs/starfarer/ui/impl/oO0O$2.createImpl - String - ""You can always deploy at least one ship, regardless of its point cost.""",com/fs/starfarer/ui/impl/oO0O$2.createImpl ,"You can always deploy at least one ship, regardless of its point cost.",无论你有多少部署点，你至少可以部署一艘舰船出战。
"com/fs/starfarer/coreui/class$Oo.<init> - String - ""Marines""",com/fs/starfarer/coreui/class$Oo.<init> ,Marines,陆战队
"com/fs/starfarer/campaign/ui/marketinfo/p.<init> - String - ""Select a flag to represent your faction""",com/fs/starfarer/campaign/ui/marketinfo/p.<init> ,Select a flag to represent your faction,选择一种旗帜来代表你的势力
"com/fs/starfarer/campaign/ui/marketinfo/t.sizeChanged - String - ""Administrator""",com/fs/starfarer/campaign/ui/marketinfo/t.sizeChanged ,Administrator,行政官
"com/fs/starfarer/campaign/ui/marketinfo/t.sizeChanged - String - ""Administrator""",com/fs/starfarer/campaign/ui/marketinfo/t.sizeChanged ,Administrator,行政官
"com/fs/starfarer/campaign/ui/marketinfo/t.sizeChanged - String - ""Stabilize""",com/fs/starfarer/campaign/ui/marketinfo/t.sizeChanged ,Stabilize,稳定
"com/fs/starfarer/campaign/ui/marketinfo/t.sizeChanged - String - ""Abandon""",com/fs/starfarer/campaign/ui/marketinfo/t.sizeChanged ,Abandon,遗弃
"com/fs/starfarer/campaign/ui/marketinfo/t.actionPerformed - String - ""Abandon""",com/fs/starfarer/campaign/ui/marketinfo/t.actionPerformed ,Abandon,遗弃
"com/fs/starfarer/campaign/ui/marketinfo/t.actionPerformed - String - ""Never mind""",com/fs/starfarer/campaign/ui/marketinfo/t.actionPerformed ,Never mind,取消
"com/fs/starfarer/loading/specs/BaseWeaponSpec.getTurnRateDisplayName - String - ""Can't turn""",com/fs/starfarer/loading/specs/BaseWeaponSpec.getTurnRateDisplayName ,Can't turn,无
"com/fs/starfarer/loading/specs/BaseWeaponSpec.getTurnRateDisplayName - String - ""Very Slow""",com/fs/starfarer/loading/specs/BaseWeaponSpec.getTurnRateDisplayName ,Very Slow,非常慢
"com/fs/starfarer/loading/specs/BaseWeaponSpec.getTurnRateDisplayName - String - ""Slow""",com/fs/starfarer/loading/specs/BaseWeaponSpec.getTurnRateDisplayName ,Slow,较慢
"com/fs/starfarer/loading/specs/BaseWeaponSpec.getTurnRateDisplayName - String - ""Medium""",com/fs/starfarer/loading/specs/BaseWeaponSpec.getTurnRateDisplayName ,Medium,普通
"com/fs/starfarer/loading/specs/BaseWeaponSpec.getTurnRateDisplayName - String - ""Fast""",com/fs/starfarer/loading/specs/BaseWeaponSpec.getTurnRateDisplayName ,Fast,较快
"com/fs/starfarer/loading/specs/BaseWeaponSpec.getTurnRateDisplayName - String - ""Very Fast""",com/fs/starfarer/loading/specs/BaseWeaponSpec.getTurnRateDisplayName ,Very Fast,非常快
"com/fs/starfarer/loading/specs/BaseWeaponSpec.getTurnRateDisplayName - String - ""Excellent""",com/fs/starfarer/loading/specs/BaseWeaponSpec.getTurnRateDisplayName ,Excellent,优秀
"com/fs/starfarer/campaign/ui/marketinfo/j.createRow - String - ""Not enough forces to achieve objective""",com/fs/starfarer/campaign/ui/marketinfo/j.createRow ,Not enough forces to achieve objective,没有足够多的陆战队来执行该任务
"com/fs/starfarer/launcher/opengl/ooOO$1.createImpl - String - ""An estimate. In some cases, setting a custom value may be required for optimal results.""",com/fs/starfarer/launcher/opengl/ooOO$1.createImpl ,"An estimate. In some cases, setting a custom value may be required for optimal results.",仅仅是一个预估值。而在某些情况下，可能需要设置自定义值以获得最佳效果。
"com/fs/starfarer/campaign/ui/marketinfo/o.<init> - String - ""Select a commodity to view detailed information""",com/fs/starfarer/campaign/ui/marketinfo/o.<init> ,Select a commodity to view detailed information,选择一种商品查看详细信息
"com/fs/starfarer/combat/Object/String.super - String - ""Inconclusive""",com/fs/starfarer/combat/Object/String.super ,Inconclusive,没有定论
"com/fs/starfarer/combat/Object/String.super - String - ""Your forces quit the battlespace before the engagement is over.""",com/fs/starfarer/combat/Object/String.super ,Your forces quit the battlespace before the engagement is over.,你的舰队在战斗结束前退出战场。
"com/fs/starfarer/combat/Object/String.super - String - ""Total Victory!""",com/fs/starfarer/combat/Object/String.super ,Total Victory!,全面胜利！
