LDC97,class97,LDC96CN
""" base located in hyperspace.""",com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,#N/A
"""is """,com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,#N/A
""" base in the """,com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,#N/A
""", """,com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,#N/A
""" base located in hyperspace.""",com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,#N/A
""", """,com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,#N/A
""" base in the """,com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,#N/A
"""is a size %s """,com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,""" 规模：%s"""
"""colony in hyperspace controlled by """,com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,""", 且目前隶属于 """
"""is a size %s """,com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,""" 规模：%s"""
"""colony in the """,com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,"""位于 """
""" controlled by """,com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,""", 且目前隶属于 """
""", a size %s """,com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,""", 规模：%s, """
"""colony in hyperspace controlled by """,com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,""", 且目前隶属于 """
""", a size %s """,com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,""", 规模：%s, """
"""colony in the """,com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,"""位于 """
""" controlled by """,com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,""", 且目前隶属于 """
"""Effectively bombarding the target will require approximately %s units of fuel.""",com/fs/starfarer/api/impl/campaign/missions/hub/BaseHubMission,"""对目标实施有效轰炸需要约 %s 单位的燃料。"""
"""Show commodity info""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""显示商品信息"""
""" to """,com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,""" 到 """
"""%s received""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""%s 已收到"""
"""%s received""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""%s 已收到"""
"""Faction: """,com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""发布方："""
"""%s units required at """,com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""将 %s 单位 运送至 """
"""%s reward""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""%s 奖励"""
"""to complete""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""期限"""
"""Procurement""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""采购"""
"""Procurement - """,com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""采购 - """
"""Procurement Contract""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""采购合同"""
""" at """,com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,""" 在 """
"""has posted a procurement contract for a quantity of """,com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""发布了采购合同 - """
"""Contact """,com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""联系 """
""" at """,com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,""" 在 """
""" to complete the delivery.""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,""" 完成交付。"""
""" is affiliated with the local underworld and will require clandestine delivery, """,com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,""" 因是当地黑帮组织成员，所以必须在 隐秘环境下 才会与你交易，"""
"""which may attract the interest of local authorities.""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""但这可能会引起当局稽查组的兴趣。"""
""" is """,com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,""" 要求必须 """
"""operating with the knowledge of the local authorities. """,com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""在当地政府知情下操作。"""
"""However, """,com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""但是，"""
""" is hostile towards you, and you'll need """,com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,""" 当前对你抱有敌意，"""
"""to sneak into port without attracting notice in order to complete the delivery.""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""因此，你只能掩盖身份并偷偷溜入港口来完成交付。"""
""" is """,com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,""" 要求必须 """
"""operating with the knowledge of the local authorities and the delivery may be made openly.""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""在当地政府知情下，你才能与其完成交付。"""
"""View commodity info""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""查看商品信息"""
"""Seeing remote price data requires being within range of a functional comm relay.""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""想要查看远程价格数据，就需在通信中继器有效范围内。"""
"""You have failed this contract because """,com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""本合同无法履行，因为 """
""" no longer exists as a functional polity.""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,""" 当局的政权已被瓦解。"""
"""Trade""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""贸易"""
"""contract""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""合同"""
"""This procurement contract offers a price of %s per unit of """,com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""本采购合同的价格为 %s 每单位的 """
"""Dismiss""",com/fs/starfarer/api/impl/campaign/intel/ProcurementMissionIntel,"""离开"""
"""Gens Hannan Machinations""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""A bounty hunter was recently hired to eliminate you""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""day""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""days""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""%s """,com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
""" ago""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""You've gone back on a deal with Gens Hannan, and they work behind the scenesto damage your standing with the Persean League, and worse.""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""Persean League""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""You sources indicate that the further action by Gens Hannan is unlikely at this time.""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""It's likely that at some point this work will become less of a priority, but for now, their agents go about ruining your reputation with commendable vigor and discretion.""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""There is no hope of reconciliation, and the gloves are off. There is a possibility of your being brought into active hostility with the League, and of bounty hunters being hired and equipped for the job.""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""active hostility with the League""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""bounty hunters""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""You are not considered trustworthy enough for Gens Hannan to deal with again, and these actions are in the way of setting an example for others.""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""You may be able to negotiate an end to this by going to Kazeron and speaking with Reynard Hannan.""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""speaking with Reynard Hannan""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""Recent events""",com/fs/starfarer/api/impl/campaign/intel/GensHannanMachinations,#N/A
"""Bounty faction: """,com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""发布方："""
"""%s reward""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""%s 奖励"""
"""remaining""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""期限"""
"""%s received""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""%s 已收到"""
""" Base""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,""" 基地"""
""" Base - Bounty Posted""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,""" 基地 - 赏金发布"""
""" Base - Bounty Expired""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,""" 基地 - 赏金过期"""
""" Base - Bounty Completed""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,""" 基地 - 赏金完成"""
""" Base - Destroyed""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,""" 基地 - 已摧毁"""
""" Base - Abandoned""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,""" 基地 - 任务放弃"""
""" Base - Discovered""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,""" 基地 - 已发现"""
""" Base - Exact Location Unknown""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,""" 基地 - 确切信息不详"""
""" Base - """,com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,""" 基地 - """
""" established a base in the """,com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""在 """
"""The base serves as a staging ground for raids against nearby colonies.""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""建立了用以 袭击附近 殖民地的基地。"""
"""It has limited defensive capabilities and is protected by a few fleets.""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""它不仅防御能力有限，且仅受到极少量舰队的保护。"""
"""It has limited defensive capabilities and is protected by a small number of fleets.""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""它不仅防御能力有限，且仅受到少量舰队的保护。"""
"""It has fairly well-developed defensive capabilities and is protected by a considerable number of fleets.""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""它不仅拥有强大的防御能力，还受到大量舰队的保护。"""
"""It has very well-developed defensive capabilities and is protected by a large number of fleets.""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""它不仅拥有非常强的防御能力，还受到大量舰队的保护。"""
"""It has very well-developed defensive capabilities and is protected by a large number of fleets. Both the base and the fleets have elite-level equipment, at least by pirate standards.""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""It has very well-developed defensive capabilities and is protected by a large number of fleets. Both the base and the fleets have elite-level equipment, at least by pirate standards."""
"""You have not yet discovered the exact location or capabilities of this base.""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""你目前尚不清楚这处基地的确切位置与防御战力。"""
"""You have an %s with the base commander, and fleets from this base do not, as a rule, harass your colonies or shipping. The protection payment is %s of the gross income of all of your affected colonies, which amounts to %s per month at their current level of income.""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""You have an %s with the base commander, and fleets from this base do not, as a rule, harass your colonies or shipping. The protection payment is %s of the gross income of all of your affected colonies, which amounts to %s per month at their current level of income."""
"""Recent events""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""近期事件"""
"""Pirates operating from this base have been targeting the """,com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""该基地的海盗们目前正在向 """
""".""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,""" 发动袭击。"""
""" posted a bounty for the destruction of this base.""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""发布了摧毁该基地的赏金。"""
"""You have successfully completed this bounty.""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""你已经成功完成了这笔赏金。"""
"""You have destroyed this base.""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""你摧毁了这处基地。"""
"""It is rumored that this base is no longer operational.""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""有传言称这处基地已经停止运作了。"""
"""Exploration""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""探索"""
"""Asylum""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""庇护所"""
"""Astrome""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""空间站"""
"""Barrage""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""边防站"""
"""Briganderie""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""据点"""
"""Camp""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""营地"""
"""Cover""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""窝藏点"""
"""Citadel""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""避难处"""
"""Den""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""窝点"""
"""Donjon""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""要塞"""
"""Depot""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""补给站"""
"""Fort""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""堡垒"""
"""Freehold""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""营地"""
"""Freeport""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""自由港"""
"""Freehaven""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""自由港"""
"""Free Orbit""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""轨道站"""
"""Galastat""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""窝点"""
"""Garrison""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""要塞"""
"""Harbor""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""避难所"""
"""Haven""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""避风港"""
"""Headquarters""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""总部"""
"""Hideout""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""藏身处"""
"""Hideaway""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""隐匿处"""
"""Hold""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""据点"""
"""Lair""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""躲藏处"""
"""Locus""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""窝点"""
"""Main""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""营地"""
"""Mine Depot""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""矿场"""
"""Nexus""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""联络点"""
"""Orbit""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""轨道站"""
"""Port""",com/fs/starfarer/api/impl/campaign/intel/bases/PirateBaseIntel,"""港口"""
