LDC_96a,Class,LDC__95.1CN,RAW_95.1CN
""" at """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,""" 去 ""","com/fs/starfarer/combat/ai/admiral/BaseBattleStrategy.o00000 - String - "" 去 """
"""Select a market to display its location on the map""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""unit is""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,"""单位""","com/fs/starfarer/campaign/ui/marketinfo/cdd/CommodityDetailDialogV2.actionPerformed - String - ""单位"""
"""is""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,""" ""","com/fs/starfarer/campaign/ui/marketinfo/W.createUI - String - "" """
"""units""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,"""单位""","com/fs/starfarer/campaign/ui/marketinfo/cdd/CommodityDetailDialogV2.actionPerformed - String - ""单位"""
"""are""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,""" ""","com/fs/starfarer/campaign/ui/marketinfo/W.ôÖ0000 - String - "" """
"""There """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""" %s """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""" of """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,""" 而这里的 ""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - "" 而这里的 """
""" being produced""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""", which could be exported if """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""" were the best supplier of """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""" for another market.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""" does not produce any """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""".""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""" exports from """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""" currently bring in %s per month, before overhead.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""Select a market to show its sources of """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""unit is""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,"""单位""","com/fs/starfarer/campaign/ui/marketinfo/cdd/CommodityDetailDialogV2.actionPerformed - String - ""单位"""
"""unit""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,"""单位""","com/fs/starfarer/campaign/ui/marketinfo/cdd/CommodityDetailDialogV2.actionPerformed - String - ""单位"""
"""units are""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,"""单位""","com/fs/starfarer/campaign/ui/marketinfo/cdd/CommodityDetailDialogV2.actionPerformed - String - ""单位"""
"""units""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,"""单位""","com/fs/starfarer/campaign/ui/marketinfo/cdd/CommodityDetailDialogV2.actionPerformed - String - ""单位"""
"""below tenth""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""first""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""second""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""third""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""fourth""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""fifth""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""sixth""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""seventh""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""eighth""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""ninth""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""tenth""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""" """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""" is """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""" on the list of preferred """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""" suppliers """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""for """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""".""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""Select a market to display its location on the map""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""How """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""" compares to the market's other options as a source of """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""". """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""The supplier ranked first is the best available option and is the one currently being used.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""Market name; ""current"" after the name indicates that """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""" is already the current supplier.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""Market size.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""Faction that controls this market. Markets prefer same-faction markets as sources of supply.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""How this source of """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
""" compares to other options. """,com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""The supplier ranked first is the best available option and is the one currently being used.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""Market name or ""local production""; ""current"" after the name indicates that it's the current supplier.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""Market size.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""Faction that controls this market. Markets prefer same-faction markets as sources of supply.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""No income - not an export.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog,#N/A,#N/A
"""Hide export destinations where this market is not currently the supplier.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog$2,#N/A,#N/A
"""Shows units of the commodity that might be used to satisfy demand. Markets prefer a supplier that can satisfy more of their demand.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog$3,#N/A,#N/A
"""Current source of commodity.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog$3,#N/A,#N/A
"""Potential source of commodity.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog$3,#N/A,#N/A
"""In demand and available, but beyond shipping capacity.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog$3,#N/A,#N/A
"""In demand, but not available from this source.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog$3,#N/A,#N/A
"""Extra supply at this source.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog$3,#N/A,#N/A
"""Shows units of the commodity that might be used to satisfy demand. Markets prefer a supplier that can satisfy more of their demand.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog$4,#N/A,#N/A
"""Current source of commodity.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog$4,#N/A,#N/A
"""Potential source of commodity.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog$4,#N/A,#N/A
"""In demand and available, but beyond shipping capacity.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog$4,#N/A,#N/A
"""In demand, but not available from this source.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog$4,#N/A,#N/A
"""Extra supply at this source.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityDetailDialog$4,#N/A,#N/A
"""Incoming""",com/fs/starfarer/campaign/ui/marketinfo/CommodityOverviewPanel,"""输入""","com/fs/starfarer/campaign/ui/marketinfo/CommodityOverviewPanel.sizeChanged - String - ""输入"""
"""Outgoing""",com/fs/starfarer/campaign/ui/marketinfo/CommodityOverviewPanel,"""输出""","com/fs/starfarer/campaign/ui/marketinfo/CommodityOverviewPanel.sizeChanged - String - ""输出"""
"""In circulation & excess stockpiles""",com/fs/starfarer/campaign/ui/marketinfo/CommodityOverviewPanel,"""商品流通 & 库存过剩""","com/fs/starfarer/campaign/ui/marketinfo/CommodityOverviewPanel.sizeChanged - String - ""商品流通 & 库存过剩"""
"""Back""",com/fs/starfarer/campaign/ui/marketinfo/CommodityOverviewPanel,"""返回""","com/fs/starfarer/campaign/ui/marketinfo/CommodityOverviewPanel.sizeChanged - String - ""返回"""
"""No significant incoming""",com/fs/starfarer/campaign/ui/marketinfo/CommodityOverviewPanel,"""没有明显输入""","com/fs/starfarer/campaign/ui/marketinfo/CommodityOverviewPanel.sizeChanged - String - ""没有明显输入"""
"""No significant incoming""",com/fs/starfarer/campaign/ui/marketinfo/CommodityOverviewPanel,"""没有明显输入""","com/fs/starfarer/campaign/ui/marketinfo/CommodityOverviewPanel.sizeChanged - String - ""没有明显输入"""
"""None in circulation last month""",com/fs/starfarer/campaign/ui/marketinfo/CommodityOverviewPanel,"""上个月没有流通""","com/fs/starfarer/campaign/ui/marketinfo/CommodityOverviewPanel.sizeChanged - String - ""上个月没有流通"""
"""Click on commodity icons for detailed information""",com/fs/starfarer/campaign/ui/marketinfo/CommodityOverviewPanel,"""点击商品图标了解详细信息""","com/fs/starfarer/campaign/ui/marketinfo/CommodityOverviewPanel.updateGroupTooltip - String - ""点击商品图标了解详细信息"""
"""Commodities""",com/fs/starfarer/campaign/ui/marketinfo/CommodityPanel,"""商品""","com/fs/starfarer/campaign/ui/marketinfo/CommodityPanel.<init> - String - ""商品"""
"""Imported from""",com/fs/starfarer/campaign/ui/marketinfo/CommodityRowV2,"""进口""","com/fs/starfarer/campaign/ui/marketinfo/CommodityRowV2.sizeChanged - String - ""进口"""
"""Exported to""",com/fs/starfarer/campaign/ui/marketinfo/CommodityRowV2,"""出口""","com/fs/starfarer/campaign/ui/marketinfo/CommodityRowV2.sizeChanged - String - ""出口"""
"""Production""",com/fs/starfarer/campaign/ui/marketinfo/CommodityRowV2,""" 生产""","com/fs/starfarer/campaign/ui/marketinfo/CommodityRowV2.sizeChanged - String - "" 生产"""
"""Demand""",com/fs/starfarer/campaign/ui/marketinfo/CommodityRowV2,"""需求""","com/fs/starfarer/campaign/ui/marketinfo/CommodityRowV2.sizeChanged - String - ""需求"""
"""Click to view global market info""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""点击查看星域市场信息""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""点击查看星域市场信息"""
"""Must be in range of a comm relay to view global market info""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""必须在通讯中继站有效范围内才可查看星域中的市场信息""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""必须在通讯中继站有效范围内才可查看星域中的市场信息"""
"""Press %s to show legend""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""按 %s 显示图例""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""按 %s 显示图例"""
"""Press %s to go back""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""按 %s 返回""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""按 %s 返回"""
"""Legend""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""图例""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""图例"""
"""Demand met through local production.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""可通过当地生产来满足需求.""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""可通过当地生产来满足需求."""
"""Demand met through in-faction imports.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""可通过势力之内的进口量来满足需求.""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""可通过势力之内的进口量来满足需求."""
"""Demand met through imports from outside the faction.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""可通过势力之外的进口量来满足需求.""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""可通过势力之外的进口量来满足需求."""
"""Smuggled or produced by an illegal enterprise. No income from exports.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""走私或出售由非法企业生产的违禁品, 将没有出口收益.""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""走私或出售由非法企业生产的违禁品, 将没有出口收益."""
"""Production used for local demand or exports.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""用于本地需求或用于出口的物资.""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""用于本地需求或用于出口的物资."""
"""Imported or available through one-time trade or events.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""通过一次贸易, 进口或事件获得的物资.""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""通过一次贸易, 进口或事件获得的物资."""
"""Excess - available, but not in demand or exported. Lower prices.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""过剩 - 有, 但没有需求或出口. 价格更低.""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""过剩 - 有, 但没有需求或出口. 价格更低."""
"""Deficit - in demand, but not available. Higher prices.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""本地需求量无法满足, 且库存短缺, 因此价值较高.""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""本地需求量无法满足, 且库存短缺, 因此价值较高."""
"""Production, imports, and demand""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""生产, 进口与需求""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""生产, 进口与需求"""
"""Available: %s""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""库存量: %s""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""库存量: %s"""
"""Administrator""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""行政官""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""行政官"""
"""Administrator""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""行政官""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""行政官"""
"""Only the highest local source of supply is used. Imports and smuggling can only increase the units available up to the highest number of units produced at another colony.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""在本殖民地的供给关系中, 只计算当地产量最大的供应源, 同理, 进口和走私的输入量 也不能超过来源殖民地产量最大的供应源.""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""在本殖民地的供给关系中, 只计算当地产量最大的供应源, 同理, 进口和走私的输入量 也不能超过来源殖民地产量最大的供应源."""
"""No local demand.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""无本地需求.""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""无本地需求."""
"""Maximum demand: %s""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""最大需求量: %s""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""最大需求量: %s"""
"""Exports""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""出口""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""出口"""
"""No local production to export.""",com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,"""无可出口的本地产品.""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - ""无可出口的本地产品."""
""" controls %s of the export market share for """,com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1,""" 拥有 %s 的出口市场份额, 但 ""","com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$1.createImpl - String - "" 拥有 %s 的出口市场份额, 但 """
